-BEGIN HEADER-,,,,,,,,,,,,
NASA/POWER Source Native Resolution Hourly Data ,,,,,,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 in LST,,,,,,,,,,,,
Location: Latitude  29.7807   Longitude 40.0982 ,,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 685.2 meters,,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,,
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) ,,,,,,,,,,,,
T2M                     MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,,
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/hour) ,,,,,,,,,,,,
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) ,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface Total PAR (Wh/m^2) ,,,,,,,,,,,,
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,,
PS                      MERRA-2 Surface Pressure (kPa) ,,,,,,,,,,,,
PSC                     MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) ,,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UV_INDEX,T2M,PRECTOTCORR,ALLSKY_KT,CLRSKY_SFC_PAR_TOT,RH2M,PS,PSC
2021,7,5,21,0,0,30.39,0,-999,0,16.95,92.76,100.14
2021,7,5,22,0,0,29.32,0,-999,0,19.66,92.78,100.19
2021,7,5,23,0,0,28.32,0,-999,0,21.64,92.78,100.21
2021,7,6,0,0,0,27.41,0,-999,0,22.93,92.75,100.21
2021,7,6,1,0,0,26.57,0,-999,0,23.57,92.72,100.19
2021,7,6,2,0,0,25.73,0,-999,0,23.78,92.7,100.2
2021,7,6,3,0,0,24.86,0,-999,0,24.15,92.7,100.23
2021,7,6,4,0,0,23.98,0,-999,0,24.87,92.73,100.28
2021,7,6,5,10.98,0,23.46,0,0.29,4.47,25.31,92.78,100.34
2021,7,6,6,146.27,0.17,25.96,0,0.52,64.27,21.77,92.83,100.33
2021,7,6,7,359.7,1.23,28.45,0,0.65,159.82,18.98,92.88,100.32
2021,7,6,8,583.9,3.35,32.11,0,0.72,260.47,15.48,92.9,100.25
2021,7,6,9,781.85,6.28,35.81,0,0.77,348.55,12.72,92.88,100.14
2021,7,6,10,931.85,9.38,38.09,0,0.79,415.28,11.63,92.86,100.06
2021,7,6,11,1026.32,11.68,39.6,0,0.8,456.3,11.15,92.82,99.98
2021,7,6,12,1005.32,-999,40.57,0,0.77,450.13,10.93,92.76,99.9
2021,7,6,13,1001.6,11.02,41.07,0,0.8,445.9,10.89,92.72,99.84
2021,7,6,14,899.8,8.52,41.16,0,0.79,399.28,10.93,92.68,99.8
2021,7,6,15,710.53,5.32,40.84,0,0.73,326,11.07,92.65,99.78
2021,7,6,16,491.52,2.6,40.14,0,0.66,233.95,11.33,92.64,99.78
2021,7,6,17,268.7,0.8,39,0,0.55,132.53,11.9,92.65,99.81
2021,7,6,18,93.68,0.1,36.6,0,0.41,44.77,13.51,92.68,99.9
2021,7,6,19,0,0,32.7,0,-999,0,16.83,92.72,100.05
2021,7,6,20,0,0,31.38,0,-999,0,18.15,92.78,100.14
2021,7,6,21,0,0,30.54,0,-999,0,18.95,92.82,100.21
2021,7,6,22,0,0,29.72,0,-999,0,19.71,92.81,100.22
2021,7,6,23,0,0,28.73,0,-999,0,20.6,92.77,100.19
2021,7,7,0,0,0,27.78,0,-999,0,21.28,92.72,100.17
2021,7,7,1,0,0,26.98,0,-999,0,21.42,92.69,100.15
2021,7,7,2,0,0,26.28,0,-999,0,20.98,92.68,100.16
2021,7,7,3,0,0,25.6,0,-999,0,20.36,92.7,100.2
2021,7,7,4,0,0,24.89,0,-999,0,20.35,92.74,100.26
2021,7,7,5,10.6,0,24.42,0,0.28,4.28,21.14,92.78,100.32
2021,7,7,6,145.45,0.17,26.46,0,0.52,62.83,20.15,92.84,100.33
2021,7,7,7,359.65,1.2,28.65,0,0.65,158.2,19.32,92.87,100.31
2021,7,7,8,582.15,3.3,33.27,0,0.72,257.93,14.8,92.89,100.22
2021,7,7,9,777.83,6.18,37.46,0,0.76,344.9,11.6,92.9,100.12
2021,7,7,10,926.03,9.2,39.27,0,0.79,410.86,10.46,92.89,100.07
2021,7,7,11,1021.25,11.4,40.7,0,0.8,451.07,9.44,92.86,100
2021,7,7,12,1053.78,12.6,41.73,0,0.81,468.13,8.64,92.81,99.92
2021,7,7,13,1017.92,11.48,42.43,0,0.81,450.36,7.99,92.77,99.86
2021,7,7,14,870.67,8.55,42.78,0,0.76,403.95,7.55,92.73,99.82
2021,7,7,15,690.35,5.45,42.74,0,0.71,333.27,7.3,92.71,99.79
2021,7,7,16,484.25,2.67,42.26,0,0.65,243.2,7.25,92.69,99.78
2021,7,7,17,274.45,0.85,41.32,0,0.56,142.1,7.49,92.69,99.8
2021,7,7,18,100.75,0.1,38.16,0,0.44,49.85,9.05,92.72,99.92
2021,7,7,19,0,0,34.29,0,-999,0,11.82,92.78,100.07
2021,7,7,20,0,0,32.82,0,-999,0,13.77,92.85,100.18
2021,7,7,21,0,0,31.75,0,-999,0,15.46,92.9,100.26
2021,7,7,22,0,0,30.72,0,-999,0,16.96,92.92,100.31
2021,7,7,23,0,0,29.82,0,-999,0,18.17,92.9,100.32
2021,7,8,0,0,0,29.08,0,-999,0,19.07,92.89,100.32
2021,7,8,1,0,0,28.4,0,-999,0,19.8,92.89,100.33
2021,7,8,2,0,0,27.71,0,-999,0,20.46,92.9,100.36
2021,7,8,3,0,0,27,0,-999,0,21.08,92.92,100.4
2021,7,8,4,0,0,26.25,0,-999,0,21.95,92.95,100.46
2021,7,8,5,10.85,0,25.73,0,0.3,4.35,22.92,92.99,100.51
2021,7,8,6,150.93,0.17,27.99,0,0.54,65.57,20.58,93.03,100.5
2021,7,8,7,369.2,1.25,30.23,0,0.67,163.77,18.61,93.06,100.47
2021,7,8,8,592.45,3.45,34.09,0,0.74,263.39,15.08,93.08,100.4
2021,7,8,9,787.95,6.45,38.75,0,0.78,349.95,10.72,93.08,100.29
2021,7,8,10,938.7,9.6,40.79,0,0.8,415.92,9.13,93.08,100.24
2021,7,8,11,981.55,-999,42.18,0,0.77,439.51,8.16,93.05,100.17
2021,7,8,12,1033.9,11.77,43.13,0,0.79,455.58,7.52,93,100.1
2021,7,8,13,992.2,10.7,43.72,0,0.79,437.3,7.1,92.95,100.03
2021,7,8,14,872.88,-999,43.98,0,0.76,390.97,6.86,92.9,99.97
2021,7,8,15,709.83,5.2,43.9,0,0.73,317.67,6.75,92.85,99.91
2021,7,8,16,495.73,2.55,43.4,0,0.66,226.02,6.77,92.81,99.88
2021,7,8,17,271.73,0.8,42.46,0,0.55,125.97,6.96,92.8,99.9
2021,7,8,18,93.53,0.1,39.32,0,0.41,41.82,8.13,92.83,100
2021,7,8,19,0,0,35.52,0,-999,0,9.8,92.87,100.14
2021,7,8,20,0,0,33.74,0,-999,0,10.74,92.93,100.25
2021,7,8,21,0,0,32.41,0,-999,0,11.66,92.97,100.32
2021,7,8,22,0,0,31.28,0,-999,0,12.82,92.96,100.34
2021,7,8,23,0,0,30.38,0,-999,0,14.01,92.93,100.33
2021,7,9,0,0,0,29.56,0,-999,0,15.18,92.89,100.3
2021,7,9,1,0,0,28.88,0,-999,0,16.2,92.87,100.3
2021,7,9,2,0,0,28.44,0,-999,0,16.84,92.87,100.31
2021,7,9,3,0,0,28.05,0,-999,0,17.24,92.9,100.35
2021,7,9,4,0,0,27.48,0,-999,0,17.74,92.93,100.4
2021,7,9,5,9.5,0,26.89,0,0.27,3.75,18.25,92.95,100.44
2021,7,9,6,127.68,0.15,28.32,0,0.46,54.7,16.67,92.96,100.41
2021,7,9,7,331.3,1.05,30.83,0,0.6,144.88,14.39,92.96,100.35
2021,7,9,8,554.2,2.95,34.31,0,0.69,243.68,11.86,92.95,100.25
2021,7,9,9,753.83,5.62,38.91,0,0.74,331.87,8.86,92.92,100.11
2021,7,9,10,907.62,8.48,41.42,0,0.77,399.82,7.34,92.89,100.02
2021,7,9,11,1003.7,10.62,42.98,0,0.79,441.98,6.45,92.84,99.93
2021,7,9,12,1056.05,12.57,43.93,0,0.81,469.87,5.95,92.78,99.84
2021,7,9,13,1014.65,11.43,44.39,0,0.81,451.9,5.71,92.71,99.76
2021,7,9,14,908.22,8.88,44.35,0,0.79,405.5,5.7,92.67,99.72
2021,7,9,15,746.78,5.7,43.82,0,0.77,334.2,6.01,92.63,99.69
2021,7,9,16,542.65,2.85,42.88,0,0.73,243.18,6.67,92.61,99.68
2021,7,9,17,316.62,0.88,41.52,0,0.65,141.17,7.64,92.6,99.7
2021,7,9,18,112.6,0.1,38.59,0,0.5,48.85,9.56,92.61,99.78
2021,7,9,19,0,0,34.62,0,-999,0,12.56,92.63,99.9
2021,7,9,20,0,0,33.2,0,-999,0,14,92.65,99.95
2021,7,9,21,0,0,32.07,0,-999,0,15.23,92.66,99.99
2021,7,9,22,0,0,31.11,0,-999,0,16.41,92.64,99.99
2021,7,9,23,0,0,30.3,0,-999,0,17.55,92.6,99.97
2021,7,10,0,0,0,29.58,0,-999,0,18.68,92.56,99.95
2021,7,10,1,0,0,28.83,0,-999,0,20.1,92.53,99.94
2021,7,10,2,0,0,28,0,-999,0,22.06,92.53,99.96
2021,7,10,3,0,0,27.17,0,-999,0,24.39,92.54,99.99
2021,7,10,4,0,0,26.33,0,-999,0,26.93,92.57,100.04
2021,7,10,5,8.95,0,25.65,0,0.26,3.92,29.48,92.61,100.1
2021,7,10,6,126.18,0.15,26.69,0,0.46,61.26,29.34,92.64,100.11
2021,7,10,7,320.15,1.1,29.09,0,0.58,157,26.32,92.66,100.07
2021,7,10,8,537.83,3.1,33.49,0,0.67,255.34,18.09,92.66,99.96
2021,7,10,9,740.28,5.88,37.26,0,0.73,341.33,12.91,92.65,99.86
2021,7,10,10,907.45,8.9,39.1,0,0.77,407.68,11.2,92.64,99.8
2021,7,10,11,995,11.02,40.44,0,0.78,447.2,10.03,92.62,99.74
2021,7,10,12,1004.27,-999,41.48,0,0.77,449.66,9.22,92.58,99.68
2021,7,10,13,977.12,10.35,42.12,0,0.78,436.63,8.87,92.54,99.62
2021,7,10,14,865.12,7.97,42.25,0,0.76,388.53,9.09,92.51,99.58
2021,7,10,15,702.7,5.05,41.83,0,0.72,315.85,9.75,92.48,99.57
2021,7,10,16,499.85,2.5,40.91,0,0.67,224.25,10.63,92.47,99.58
2021,7,10,17,280.6,0.77,39.58,0,0.57,124.77,11.62,92.49,99.62
2021,7,10,18,96.1,0.08,37.44,0,0.43,41.9,13.18,92.51,99.71
2021,7,10,19,0,0,33.66,0,-999,0,16.32,92.54,99.82
2021,7,10,20,0,0,32.19,0,-999,0,17.7,92.57,99.89
2021,7,10,21,0,0,31.24,0,-999,0,18.48,92.58,99.93
2021,7,10,22,0,0,30.48,0,-999,0,19.06,92.58,99.94
2021,7,10,23,0,0,29.8,0,-999,0,19.53,92.55,99.93
2021,7,11,0,0,0,29.14,0,-999,0,19.95,92.51,99.91
2021,7,11,1,0,0,28.44,0,-999,0,20.43,92.48,99.89
2021,7,11,2,0,0,27.66,0,-999,0,21.18,92.47,99.9
2021,7,11,3,0,0,26.78,0,-999,0,22.26,92.48,99.94
2021,7,11,4,0,0,25.81,0,-999,0,23.76,92.52,100
2021,7,11,5,8.48,0,25.08,0,0.26,3.6,25.56,92.56,100.06
2021,7,11,6,123.4,0.15,26.64,0,0.45,56.7,24.68,92.61,100.08
2021,7,11,7,317.92,1.05,28.82,0,0.58,149.55,23.3,92.65,100.06
2021,7,11,8,535.05,3,33.47,0,0.67,248.52,17.75,92.68,99.98
2021,7,11,9,734,5.72,37.19,0,0.72,335.98,13.06,92.69,99.91
2021,7,11,10,892.12,8.65,39.07,0,0.76,402.93,11.41,92.68,99.85
2021,7,11,11,994.8,10.9,40.46,0,0.78,444.52,10.42,92.64,99.77
2021,7,11,12,1038.7,12.35,41.63,0,0.8,466.2,9.64,92.59,99.69
2021,7,11,13,995.4,11.23,42.46,0,0.79,447.83,9.19,92.54,99.62
2021,7,11,14,891.62,8.73,42.81,0,0.78,401.7,9.16,92.51,99.58
2021,7,11,15,732.03,5.57,42.61,0,0.75,330.26,9.53,92.5,99.57
2021,7,11,16,529.62,2.78,41.86,0,0.71,239.02,10.39,92.5,99.59
2021,7,11,17,306.17,0.85,40.49,0,0.63,137.27,11.79,92.54,99.67
2021,7,11,18,106.57,0.1,38.3,0,0.48,46.48,14.04,92.6,99.78
2021,7,11,19,0,0,34.83,0,-999,0,17.93,92.67,99.93
2021,7,11,20,0,0,33.42,0,-999,0,20.19,92.73,100.03
2021,7,11,21,0,0,32.32,0,-999,0,21.91,92.77,100.1
2021,7,11,22,0,0,31.38,0,-999,0,23.33,92.76,100.12
2021,7,11,23,0,0,30.6,0,-999,0,24.55,92.73,100.11
2021,7,12,0,0,0,30,0,-999,0,25.47,92.7,100.09
2021,7,12,1,0,0,29.52,0,-999,0,26,92.67,100.07
2021,7,12,2,0,0,29,0,-999,0,26.01,92.67,100.08
2021,7,12,3,0,0,28.24,0,-999,0,25.8,92.68,100.12
2021,7,12,4,0,0,27.42,0,-999,0,26.07,92.72,100.17
2021,7,12,5,7.88,0,26.81,0,0.25,3.55,26.82,92.76,100.24
2021,7,12,6,116.55,0.12,28.3,0,0.43,58.32,24.98,92.81,100.25
2021,7,12,7,303.4,1,30.67,0,0.56,153,22.34,92.85,100.23
2021,7,12,8,522.65,2.92,35.46,0,0.66,251.9,17.33,92.88,100.14
2021,7,12,9,731.47,5.62,38.67,0,0.72,338.8,14.42,92.87,100.07
2021,7,12,10,907.42,8.65,40.25,0,0.77,406.08,13.19,92.86,100.01
2021,7,12,11,994.42,10.73,41.39,0,0.78,445.65,12.25,92.82,99.94
2021,7,12,12,1008.6,10.95,42.37,0,0.77,450.28,11.43,92.76,99.86
2021,7,12,13,971.55,9.98,43.08,0,0.77,432.74,10.8,92.7,99.77
2021,7,12,14,862.33,7.7,43.45,0,0.75,385.3,10.44,92.65,99.71
2021,7,12,15,700.85,4.88,43.34,0,0.72,313.2,10.45,92.62,99.68
2021,7,12,16,498.75,2.4,42.66,0,0.67,222.18,10.86,92.61,99.69
2021,7,12,17,279.92,0.73,41.34,0,0.57,123.26,11.73,92.62,99.73
2021,7,12,18,94.85,0.08,39.05,0,0.43,40.8,13.47,92.65,99.82
2021,7,12,19,0,0,35.73,0,-999,0,16.54,92.71,99.96
2021,7,12,20,0,0,34.52,0,-999,0,18.02,92.77,100.05
2021,7,12,21,0,0,33.44,0,-999,0,19.44,92.81,100.12
2021,7,12,22,0,0,32.41,0,-999,0,20.62,92.81,100.15
2021,7,12,23,0,0,31.39,0,-999,0,21.46,92.8,100.16
2021,7,13,0,0,0,30.39,0,-999,0,21.9,92.77,100.16
2021,7,13,1,0,0,29.49,0,-999,0,22.05,92.75,100.16
2021,7,13,2,0,0,28.6,0,-999,0,22.22,92.73,100.15
2021,7,13,3,0,0,27.77,0,-999,0,22.61,92.72,100.17
2021,7,13,4,0,0,26.84,0,-999,0,23.71,92.74,100.21
2021,7,13,5,8.18,0,26.13,0,0.26,3.25,25.3,92.78,100.27
2021,7,13,6,125.43,0.15,27.4,0,0.47,54.02,24.87,92.82,100.28
2021,7,13,7,327.58,1.05,30.06,0,0.6,144.75,22.57,92.85,100.25
2021,7,13,8,546.17,3,34.59,0,0.69,243.72,18.89,92.87,100.15
2021,7,13,9,742.6,5.72,37.36,0,0.73,331.78,16.61,92.86,100.08
2021,7,13,10,895.15,8.68,39.08,0,0.76,399.3,15.16,92.84,100.02
2021,7,13,11,991.55,10.88,40.31,0,0.78,441.48,14.07,92.8,99.95
2021,7,13,12,1036.78,12.3,41.22,0,0.8,463.84,13.12,92.74,99.86
2021,7,13,13,989.5,11.07,41.86,0,0.79,443.47,12.26,92.67,99.77
2021,7,13,14,886.4,8.55,42.19,0,0.77,395.93,11.57,92.61,99.7
2021,7,13,15,720.65,5.4,42.13,0,0.74,323.05,11.23,92.56,99.65
2021,7,13,16,516.53,2.67,41.6,0,0.69,231.08,11.3,92.53,99.62
2021,7,13,17,293.25,0.82,40.63,0,0.6,129.78,11.82,92.51,99.62
2021,7,13,18,99.57,0.08,38.51,0,0.45,42.9,13.45,92.52,99.68
2021,7,13,19,0,0,35.16,0,-999,0,16.97,92.56,99.81
2021,7,13,20,0,0,33.96,0,-999,0,19.01,92.62,99.9
2021,7,13,21,0,0,32.9,0,-999,0,20.3,92.67,99.99
2021,7,13,22,0,0,31.9,0,-999,0,21.04,92.69,100.03
2021,7,13,23,0,0,30.88,0,-999,0,21.67,92.68,100.04
2021,7,14,0,0,0,29.86,0,-999,0,22.37,92.65,100.04
2021,7,14,1,0,0,28.91,0,-999,0,23.36,92.63,100.04
2021,7,14,2,0,0,28.04,0,-999,0,24.65,92.62,100.05
2021,7,14,3,0,0,27.17,0,-999,0,26.63,92.62,100.08
2021,7,14,4,0,0,26.39,0,-999,0,29.13,92.65,100.13
2021,7,14,5,7.85,0,25.78,0,0.26,3.12,30.88,92.69,100.19
2021,7,14,6,127.8,0.15,26.93,0,0.48,54.77,28.58,92.73,100.2
2021,7,14,7,327.73,1.02,29.58,0,0.61,143.37,23.83,92.76,100.17
2021,7,14,8,547.05,2.92,34.06,0,0.69,242.32,17.99,92.77,100.07
2021,7,14,9,743.12,5.62,37.12,0,0.74,330.35,15.5,92.75,99.97
2021,7,14,10,895.42,8.55,38.73,0,0.76,398.13,14.25,92.72,99.89
2021,7,14,11,998.25,10.88,39.99,0,0.78,443.96,13.07,92.68,99.82
2021,7,14,12,1024.85,11.75,40.92,0,0.79,457.55,12.22,92.62,99.74
2021,7,14,13,989.4,10.8,41.45,0,0.79,441.24,11.84,92.58,99.68
2021,7,14,14,884.22,8.45,41.61,0,0.77,396.22,11.79,92.54,99.64
2021,7,14,15,728,5.47,41.3,0,0.75,326.99,12.15,92.51,99.61
2021,7,14,16,530.42,2.75,40.45,0,0.71,238.03,12.96,92.49,99.61
2021,7,14,17,309.67,0.85,39.05,0,0.64,137.58,14.2,92.5,99.66
2021,7,14,18,108.28,0.1,37.09,0,0.49,46.4,15.89,92.54,99.74
2021,7,14,19,0,0,34.12,0,-999,0,18.81,92.59,99.87
2021,7,14,20,0,0,32.69,0,-999,0,20.29,92.63,99.95
2021,7,14,21,0,0,31.46,0,-999,0,21.34,92.66,100.01
2021,7,14,22,0,0,30.4,0,-999,0,21.96,92.65,100.03
2021,7,14,23,0,0,29.49,0,-999,0,22.19,92.62,100.01
2021,7,15,0,0,0,28.7,0,-999,0,21.91,92.57,99.99
2021,7,15,1,0,0,27.98,0,-999,0,21,92.54,99.97
2021,7,15,2,0,0,27.25,0,-999,0,20.32,92.53,99.97
2021,7,15,3,0,0,26.44,0,-999,0,21.48,92.53,100
2021,7,15,4,0,0,25.53,0,-999,0,26.15,92.56,100.05
2021,7,15,5,8.1,0,24.9,0,0.28,3.22,32.79,92.59,100.1
2021,7,15,6,137.18,0.15,26.52,0,0.52,58.95,32.52,92.63,100.1
2021,7,15,7,351.27,1.1,28.88,0,0.65,154.97,28.71,92.65,100.07
2021,7,15,8,573.6,3.15,33.92,0,0.72,255.15,18.45,92.66,99.95
2021,7,15,9,769.9,5.97,36.89,0,0.76,342.75,13.83,92.65,99.87
2021,7,15,10,921.67,8.98,38.53,0,0.79,409.62,12.55,92.63,99.8
2021,7,15,11,1011.7,11.18,39.73,0,0.8,449.73,11.94,92.59,99.73
2021,7,15,12,1022.28,11.25,40.53,0,0.79,452.35,11.69,92.55,99.67
2021,7,15,13,980.5,10.2,40.9,0,0.78,434.07,11.69,92.51,99.62
2021,7,15,14,876.58,7.88,40.83,0,0.77,387.48,11.96,92.49,99.6
2021,7,15,15,710.15,4.97,40.28,0,0.73,314.45,12.53,92.48,99.6
2021,7,15,16,505.02,2.45,39.33,0,0.68,222.57,13.26,92.48,99.63
2021,7,15,17,282.15,0.75,38.11,0,0.58,122.6,14.08,92.49,99.66
2021,7,15,18,93.32,0.08,36.19,0,0.43,39.55,15.51,92.52,99.74
2021,7,15,19,0,0,32.69,0,-999,0,18.75,92.55,99.86
2021,7,15,20,0,0,31.44,0,-999,0,19.91,92.6,99.95
2021,7,15,21,0,0,30.53,0,-999,0,20.54,92.64,100.01
2021,7,15,22,0,0,29.69,0,-999,0,20.7,92.63,100.02
2021,7,15,23,0,0,28.83,0,-999,0,20,92.6,100.01
2021,7,16,0,0,0,28.04,0,-999,0,18.35,92.57,99.99
2021,7,16,1,0,0,27.38,0,-999,0,17.12,92.54,99.99
2021,7,16,2,0,0,26.8,0,-999,0,18.47,92.54,100
2021,7,16,3,0,0,26.19,0,-999,0,25.15,92.56,100.03
2021,7,16,4,0,0,25.57,0,-999,0,35.1,92.59,100.08
2021,7,16,5,7.03,0,25.2,0,0.25,2.78,39.07,92.63,100.14
2021,7,16,6,116.3,0.12,26.89,0,0.44,49.63,34.63,92.67,100.14
2021,7,16,7,313.77,0.95,29.91,0,0.58,136.7,27.91,92.71,100.1
2021,7,16,8,533.9,2.75,34.14,0,0.67,235.35,21.13,92.73,100.02
2021,7,16,9,733.08,5.3,36.66,0,0.73,324.42,17.69,92.73,99.96
2021,7,16,10,887.72,8.07,38.24,0,0.76,392.88,16.15,92.72,99.91
2021,7,16,11,985.97,10.12,39.42,0,0.78,435.32,14.86,92.69,99.85
2021,7,16,12,1049.53,12.43,40.2,0,0.81,469.2,13.87,92.65,99.78
2021,7,16,13,1011.25,11.32,40.66,0,0.8,451.68,13.18,92.6,99.73
2021,7,16,14,907.35,8.82,40.79,0,0.79,405.82,12.8,92.57,99.69
2021,7,16,15,747.92,5.65,40.47,0,0.77,334.92,12.84,92.56,99.68
2021,7,16,16,545.92,2.83,39.69,0,0.73,244,13.28,92.55,99.69
2021,7,16,17,319.55,0.85,38.5,0,0.66,141.63,13.99,92.56,99.73
2021,7,16,18,110.43,0.08,36.57,0,0.51,47.3,15.15,92.59,99.81
2021,7,16,19,0,0,33.22,0,-999,0,17.29,92.64,99.95
2021,7,16,20,0,0,31.99,0,-999,0,17.27,92.69,100.03
2021,7,16,21,0,0,30.97,0,-999,0,17.15,92.72,100.09
2021,7,16,22,0,0,30.1,0,-999,0,16.71,92.73,100.12
2021,7,16,23,0,0,29.31,0,-999,0,16.35,92.71,100.12
2021,7,17,0,0,0,28.61,0,-999,0,16.68,92.68,100.1
2021,7,17,1,0,0,27.96,0,-999,0,17.51,92.65,100.08
2021,7,17,2,0,0,27.31,0,-999,0,18.68,92.63,100.08
2021,7,17,3,0,0,26.6,0,-999,0,20.54,92.63,100.1
2021,7,17,4,0,0,25.79,0,-999,0,23.02,92.66,100.15
2021,7,17,5,7.43,0,25.2,0,0.28,2.92,25.19,92.71,100.22
2021,7,17,6,132.27,0.12,27.35,0,0.51,56.87,23.01,92.75,100.21
2021,7,17,7,339.4,1.02,30.03,0,0.63,150.17,20.09,92.79,100.19
2021,7,17,8,561.58,2.92,34.16,0,0.71,249.38,14.87,92.82,100.11
2021,7,17,9,759.42,5.53,37.38,0,0.75,336.72,10.7,92.82,100.04
2021,7,17,10,913.05,8.3,38.86,0,0.78,403.72,10.04,92.81,99.99
2021,7,17,11,1003.4,10.27,40.01,0,0.79,443.18,9.58,92.76,99.91
2021,7,17,12,1001.55,-999,40.81,0,0.77,448.45,9.31,92.71,99.83
2021,7,17,13,976.7,9.48,41.25,0,0.78,429.3,9.32,92.65,99.76
2021,7,17,14,864.08,7.25,41.37,0,0.76,380.1,9.51,92.6,99.7
2021,7,17,15,695.25,4.53,41.05,0,0.72,305.83,10.01,92.57,99.68
2021,7,17,16,485.17,2.2,40.28,0,0.65,212.88,10.78,92.56,99.69
2021,7,17,17,262.75,0.65,39.06,0,0.54,114.43,11.89,92.57,99.73
2021,7,17,18,84.9,0.08,36.82,0,0.4,36.5,13.74,92.61,99.83
2021,7,17,19,0,0,33.31,0,-999,0,16.8,92.66,99.96
2021,7,17,20,0,0,32.13,0,-999,0,17.78,92.7,100.03
2021,7,17,21,0,0,31.24,0,-999,0,18.22,92.73,100.09
2021,7,17,22,0,0,30.48,0,-999,0,18.38,92.72,100.09
2021,7,17,23,0,0,29.83,0,-999,0,18.33,92.68,100.08
2021,7,18,0,0,0,29.32,0,-999,0,18.14,92.64,100.04
2021,7,18,1,0,0,28.81,0,-999,0,17.93,92.61,100.03
2021,7,18,2,0,0,28.34,0,-999,0,17.62,92.6,100.02
2021,7,18,3,0,0,27.95,0,-999,0,17.17,92.62,100.05
2021,7,18,4,0,0,27.64,0,-999,0,16.64,92.63,100.08
2021,7,18,5,6.35,0,27.59,0,0.25,2.5,16.01,92.67,100.11
2021,7,18,6,104.28,0.12,29.98,0,0.4,45.57,13.74,92.71,100.11
2021,7,18,7,278.33,0.9,32.24,0,0.52,127.35,12.24,92.76,100.1
2021,7,18,8,484,2.6,35.78,0,0.61,224.62,10.84,92.79,100.04
2021,7,18,9,705.95,5,38.85,0,0.7,313.33,10.43,92.79,99.97
2021,7,18,10,866.85,7.7,40.47,0,0.74,384.02,10.09,92.78,99.92
2021,7,18,11,964.95,9.7,41.71,0,0.76,427.39,9.78,92.75,99.86
2021,7,18,12,1026.07,11.7,42.61,0,0.79,458.8,9.45,92.71,99.79
2021,7,18,13,964.12,10.38,43.21,0,0.77,439.3,9.12,92.67,99.74
2021,7,18,14,859.92,7.93,43.46,0,0.75,387.81,8.91,92.64,99.7
2021,7,18,15,685.15,5.03,43.35,0,0.71,314.6,8.88,92.63,99.69
2021,7,18,16,467.62,2.35,42.87,0,0.63,217.92,9.05,92.62,99.7
2021,7,18,17,259.65,0.7,42.06,0,0.54,115.83,9.41,92.64,99.73
2021,7,18,18,86.7,0.08,39.78,0,0.41,37.64,10.66,92.67,99.82
2021,7,18,19,0,0,37.17,0,-999,0,12.28,92.73,99.94
2021,7,18,20,0,0,35.51,0,-999,0,13.46,92.78,100.04
2021,7,18,21,0,0,34.09,0,-999,0,14.51,92.81,100.1
2021,7,18,22,0,0,32.92,0,-999,0,15.31,92.8,100.12
2021,7,18,23,0,0,31.89,0,-999,0,16.03,92.78,100.13
2021,7,19,0,0,0,31.02,0,-999,0,16.74,92.76,100.13
2021,7,19,1,0,0,30.36,0,-999,0,17.31,92.74,100.12
2021,7,19,2,0,0,29.86,0,-999,0,17.64,92.73,100.13
2021,7,19,3,0,0,29.35,0,-999,0,17.99,92.75,100.15
2021,7,19,4,0,0,28.78,0,-999,0,18.52,92.77,100.19
2021,7,19,5,5.9,0,28.23,0,0.24,2.58,19.05,92.81,100.25
2021,7,19,6,103.43,0.12,29.67,0,0.4,51.08,17.51,92.87,100.28
2021,7,19,7,308.85,1.02,31.78,0,0.58,145.32,15.59,92.93,100.29
2021,7,19,8,504.6,3.03,35.73,0,0.64,245.5,12.69,92.95,100.22
2021,7,19,9,685.65,5.8,40.09,0,0.68,333.92,10.32,92.95,100.11
2021,7,19,10,888.03,8.45,42.32,0,0.76,399.63,9.4,92.92,100.03
2021,7,19,11,985.88,10.7,43.71,0,0.78,441.38,9.12,92.87,99.95
2021,7,19,12,996.78,10.62,44.54,0,0.77,441.38,9.01,92.82,99.86
2021,7,19,13,954.95,9.62,44.91,0,0.76,422.5,8.9,92.76,99.8
